dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,source_orig_parsed_expr,source_orig_parsed_n_params,source_before_nodes,n_rank,before_params,after_params,rank_gap,simpl_parsed_n_params,parsed_rank_gap,runtime_ms,peak_rss_mb,passes,egraph_total_size,egraph_nodes,eclass_count,extracted_cost,rendered
kotanchek,208,SRjl,29,sympy,PySR,0.5126111526206354 * x1 * (0.6214063774224301 * x0 * x1 * (1.8394445968539719 * x0 + 3.0 * x1 - 0.16055540314602817 * exp(x1) - 0.6904329788496647) + x1 - 0.2570477604364112) * exp(-0.6022120672089649 * x0 ** 2.0 - x1),7.0,39.0,6.0,7.0,7.0,1.0,7.0,1.0,5349.660124978982,191.40625,2.0,14783.0,na,na,33.0,0.585936386423514 * (x1 * (x0 * (x0 + 1.6309270771900075 * x1 - 0.08728471812667168 * exp(x1) - 0.37534861339695796) + 0.8748580298102887) - 0.22488029726254577) * x1 * exp(-0.6022120672089649 * x0 ** 2.0 - x1)
pagie,59,EPLEX,30,sympy,EPLEX,exp(log(abs(log(abs(log(abs(-13.1752305665349 * x0 * x1 * (exp(log(abs(log(abs(-0.829187396351575 * x0 * x1)) + 0.01646))) + 1.224793743616) * exp(-1.0 * log(abs(log(abs(log(abs(log(abs(log(abs(0.0547887931034483 * log(abs(log(abs(0.59691 / x0)))) * exp(log(abs(log(abs(log(abs(-1.58166591955662 * x1))))))) / (x0 * x1))))))))))))))))))),7.0,89.0,6.0,7.0,7.0,1.0,7.0,1.0,254.0875000122469,120.171875,2.0,296.0,na,na,65.0,exp(log(abs(log(abs(log(abs(-13.1752305665349 * x0 * x1 * (exp(log(abs(log(abs(-0.829187396351575 * x0 * x1)) + 0.01646))) + 1.224793743616) * exp(-1.0 * log(abs(log(abs(log(abs(log(abs(log(abs(exp(log(abs(log(abs(log(abs(-1.58166591955662 * x1))))))) * (log(abs(log(abs(0.59691 / x0)))) * (0.0547887931034483 / (x0 * x1)))))))))))))))))))))
pagie,28,Bingo,28,sympy,Bingo,17.519637627145645 - 3.529837319764648 * log(-3.139766204630333 * log(x0 * x1) / (x0 * x1) - 43.04745575625259 / (x0 * x1)) / log(-3.3162197817782353 * log(x0 * x1) / (log(x0 * x1) + 13.71040165117035) + 30.73693812541886 / (log(x0 * x1) + 13.71040165117035)),8.0,15.0,2.0,8.0,7.0,5.0,7.0,5.0,991.0750830022153,147.421875,2.0,85.0,na,na,34.0,-3.529837319764648 * (log((log(x0 * x1) - -13.710401651170352) * (-3.139766204630333 / (x0 * x1))) / log((log(x0 * x1) + -9.268667382756215) * (-3.3162197817782353 / (log(x0 * x1) - -13.710401651170352))) + -4.963298883222688)
kotanchek,24,Bingo,24,original,Bingo,0.006514843839523813 + (0.012790360845057828 + -0.13720269441638683 * ((x0 + x0 * x0) * (2.4024045089083383 + x1))) * (-1.5068813313136211 + -0.32506758388128154 * exp(x0 * x0) - x0 * x0) ** (-1.0) + exp(-1.5068813313136211 + -0.32506758388128154 * exp(x0 * x0)),8.0,28.0,5.0,8.0,8.0,3.0,8.0,3.0,1034.4493330048865,149.34375,1.0,6478.0,na,na,40.0,0.006514843839523813 + (0.012790360845057828 + -0.13720269441638683 * ((x0 + x0 * x0) * (2.4024045089083383 + x1))) * (-1.5068813313136211 + -0.32506758388128154 * exp(x0 * x0) - x0 * x0) ** (-1.0) + exp(-1.5068813313136211 + -0.32506758388128154 * exp(x0 * x0))
kotanchek,24,Bingo,24,sympy,Bingo,(0.13720269441638683 * (x0 ** 2.0 + x0) * (x1 + 2.4024045089083383) - 0.012790360845057828) / (x0 ** 2.0 + 0.32506758388128154 * exp(x0 ** 2.0) + 1.5068813313136211) + 0.006514843839523813 + 0.22159999840345782 * exp(-0.32506758388128154 * exp(x0 ** 2.0)),8.0,33.0,5.0,8.0,8.0,3.0,8.0,3.0,3269.6411669894587,181.84375,2.0,11470.0,na,na,38.0,(0.13720269441638683 * (x0 ** 2.0 + x0) * (x1 + 2.4024045089083383) + -0.012790360845057828) / (x0 ** 2.0 + exp(x0 ** 2.0) / 3.07628336255519 + 1.5068813313136211) + 0.006514843839523813 + exp(-0.32506758388128154 * exp(x0 ** 2.0)) / 4.512635411573163
pagie,172,SBP,22,sympy,SBP,0.02889 * x0 ** 3.0 - 0.18081288 * x0 ** 2.0 + 0.18081288 * x0 + 0.14418036 * x1 - 0.00963 * exp(x1) + 0.179028 - 0.00963 * exp(-15.767 * x0),8.0,40.0,4.0,8.0,5.0,1.0,5.0,1.0,5990.968208992854,223.59375,2.0,13074.0,na,na,29.0,-0.00963 * (-3.0 * x0 ** 3.0 + (exp(x1) + -14.972000000000001 * x1 + -18.776000000000003 * (x0 - x0 ** 2.0)) + (exp(-15.767 * x0) + -18.590654205607475))
pagie,151,SBP,2,sympy,SBP,-0.018385 * x0 ** 2.0 - 0.018385 * x0 * x1 - 0.018385 * x1 ** 3.0 + 0.07247367 * x1 ** 2.0 + 0.05508969648 * x1 + 0.166642 - 0.018385 * exp(-13.828 * x0),8.0,40.0,2.0,8.0,5.0,3.0,5.0,3.0,2957.1284590056166,171.984375,2.0,7093.0,na,na,28.0,-0.018385 * (exp(-13.828 * x0) + (x1 * (-2.996448 + x0) + x0 ** 2.0) + x1 ** 3.0) + 0.166642 + 0.07247367 * x1 ** 2.0
kotanchek,193,SRjl,14,original,PySR,exp(-0.7318040896636137 - x0 * x0 + (x0 + x0 - x1)) * ((x1 - -0.039858290344846364) / 0.9598793817164541 * x1 - exp(0.13235515895495698 - x0 + (x0 + 0.09098361423696229 - x1) * x1) * (x1 * (x1 / 0.9039712460608937) - 0.16031841194029647 / 0.9446831697758643)),8.0,41.0,5.0,8.0,7.0,2.0,7.0,2.0,397.0717079937458,134.09375,2.0,2513.0,na,na,41.0,exp(-0.7318040896636137 - x0 * x0 + (x0 + x0 - x1)) * (1.0417975623268438 * (x1 + 0.039858290344846364) * x1 + -1.1062298766222456 * (exp(0.13235515895495698 - x0 + (x0 + 0.09098361423696229 - x1) * x1) * (x1 * x1 + -0.15340935378636839)))
pagie,120,Operon,1,sympy,Operon,0.22864008270232225 * exp(-9.69348884031831 * x0 ** 2.0 - exp(-1.0047436520881448 * x1 ** 2.0)) + 0.3440097684222109 + 1.635892432732362 * exp(-1.0 * exp(-1.0047436520881448 * x1 ** 2.0)) - 1.1765190489038249 * exp(-0.8640792395159441 * x0 ** 2.0),8.0,46.0,7.0,8.0,8.0,1.0,8.0,1.0,4117.833625001367,177.375,1.0,12784.0,na,na,38.0,0.22864008270232225 * exp(-9.69348884031831 * x0 ** 2.0 - exp(-1.0047436520881448 * x1 ** 2.0)) + 0.3440097684222109 + 1.635892432732362 * exp(-1.0 * exp(-1.0047436520881448 * x1 ** 2.0)) - 1.1765190489038249 * exp(-0.8640792395159441 * x0 ** 2.0)
pagie,15,Bingo,16,original,Bingo,-0.0016724665952508537 * (292.42415431458545 + x1 + -1.0 * (-314.9892428270721) ** (-1.0) * (x0 ** (-1.0) * x1 ** (-1.0) * ((39.54832653926522 + x1) * log(abs(-314.9892428270721 * (x0 * x1))))) + -240.49898207944213 * log(abs(-314.9892428270721 * (x0 * (x1 * log(abs(-314.9892428270721 * (x0 * x1))) ** (-1.0)))))),8.0,47.0,7.0,8.0,8.0,1.0,8.0,1.0,1458.9398329844698,155.953125,2.0,7683.0,na,na,47.0,-0.0016724665952508537 * (292.42415431458545 + x1 + 0.0031747115902272137 * (x0 ** (-1.0) * x1 ** (-1.0) * ((39.54832653926522 + x1) * log(abs(-314.9892428270721 * (x0 * x1))))) + -240.49898207944213 * log(abs(-314.9892428270721 * (x0 * (x1 * log(abs(-314.9892428270721 * (x0 * x1))) ** (-1.0))))))
pagie,55,EPLEX,26,original,EPLEX,log(abs(log(abs(-0.876)))) / log(abs(exp(log(abs(0.607)) - (exp(log(abs(-0.826)) - exp(-0.896 - exp(((-0.697 - -1.0 * 0.118 ** 3.0) ** 3.0 - log(abs(-1.123))) ** 3.0 - log(abs(x0 ** 2.0))) ** 2.0)) ** 2.0 * exp(exp(log(abs(0.559)) * exp(log(abs(x1 ** 2.0)))))) ** 3.0) ** 2.0)),8.0,56.0,5.0,8.0,6.0,1.0,6.0,1.0,171.2970829976257,119.0625,2.0,72.0,na,na,40.0,-2.0220093000996027 / log(abs((0.607 / exp(((0.826 / exp(0.4081991952779227 / exp((0.9116651497153382 / exp(log(abs(x0 ** 2.0)))) ** 2.0))) ** 2.0 * exp(exp(-0.5816058058270378 * exp(log(abs(x1 ** 2.0)))))) ** 3.0)) ** 2.0))
kotanchek,205,SRjl,26,sympy,PySR,(0.027403656354302808 * x1 - 0.12069990779928053) * (x1 * (0.4454785549576585 * x0 - 2.8365201503978743 * x1 + 0.10838199940824038 * exp(x1) + 0.13267669843578556) - 1.134188032659344) * exp(-1.0 * (x0 - 1.1883794736981237) * (x0 - 0.8765025611709572)),9.0,35.0,7.0,9.0,8.0,1.0,8.0,1.0,7351.65183301433,220.796875,2.0,21007.0,na,na,31.0,0.01220774123327107 * (x1 * (x0 - 6.367355103474011 * x1 + 0.24329341604006458 * exp(x1) + 0.2978295968666687) - 2.545999173332026) * (x1 - 4.404518369328067) * exp((1.1883794736981237 - x0) * (x0 - 0.8765025611709572))
kotanchek,184,SRjl,5,original,PySR,exp((-1.5650412257786985 - x1 - x1) / 2.725807745015068) * ((x0 + 0.2515421021268282) * x1) * (exp((x0 / -0.6595888099113719 * x0 - x1 / 0.8882302129082629) / 2.725807745015068) * ((x0 * (x1 - -0.9190110064157119) * 0.22136372638482898 + (x1 + 1.3549310295276753)) * x1)),9.0,41.0,7.0,9.0,8.0,1.0,8.0,1.0,2964.625666005304,196.84375,2.0,1110.0,na,na,37.0,exp(-0.7337274624953215 * x1) * 0.5631795058023881 * ((x0 + 0.2515421021268282) * x1) * (exp(-0.41302775554826876 * (x1 + 1.34664233164843 * (x0 * x0))) * ((x0 * (x1 + 0.9190110064157119) * 0.22136372638482898 + (x1 + 1.3549310295276753)) * x1))
pagie,20,Bingo,20,original,Bingo,-0.00010507476032088567 * ((-819.22982975795 + x0 ** (-1.0) * (1.9180501896236644 - x1)) * log(abs(-61.64925975453745 * (-9.235869766393078 * (x0 * x1) + -1.0 * (-9.235869766393078 * -9.235869766393078 * (-9.235869766393078 * -9.235869766393078)) * (x0 * x0 * (x0 * x0) * (x1 * x1 * (x1 * x1))))))),9.0,43.0,3.0,9.0,5.0,2.0,5.0,2.0,336.2178749812301,129.203125,2.0,590.0,na,na,33.0,-0.00010507476032088567 * ((-819.22982975795 + x0 ** (-1.0) * (1.9180501896236644 - x1)) * log(abs(569.384534287446 * (x0 * x1 + 787.8316085019056 * ((x0 * x0) ** 2.0 * (x1 * x1) ** 2.0)))))
kotanchek,35,EPLEX,6,sympy,EPLEX,1.00000172800149 * exp((x0 * ((x0 * log(abs((-1.0 * x1 - 0.452 * exp(x0 + 0.0186726723867845 * x1 ** 3.0)) * exp(-1.0 * x0 - 0.0186726723867845 * x1 ** 3.0))) - 2.64651127063146 * exp(log(abs((1.66813890656534 - 0.688665232843956 * x1) * exp(-1.0 * x0))))) * exp(x0) + 0.279990389392548) * exp(x0) - 1.68991282952018) * exp(-2.0 * x0)),9.0,67.0,7.0,9.0,8.0,1.0,8.0,1.0,4714.716167014558,171.78125,2.0,8592.0,na,na,52.0,1.00000172800149 * exp((x0 * ((x0 * log(abs(-0.452 - exp(-0.0186726723867845 * x1 ** 3.0 - x0) * x1)) - 2.64651127063146 * exp(log(abs(0.688665232843956 * (2.422278382889299 - x1) * exp(-1.0 * x0))))) * exp(x0) + 0.279990389392548) * exp(x0) - 1.68991282952018) * exp(-2.0 * x0))
kotanchek,33,EPLEX,4,original,EPLEX,(0.002 + (0.192 * (-1.412 + log(abs(x0 * 0.268 - exp(-1.569))))) ** 2.0) * (x1 * (-0.008 + log(abs(x1 * 0.384 - exp(exp(-0.001))))) * 0.4 + 0.096),10.0,31.0,7.0,10.0,9.0,2.0,9.0,2.0,181.1329170013778,119.546875,2.0,59.0,na,na,29.0,0.014745600000000001 * ((x1 * (-0.008 + log(abs(0.384 * (x1 + -7.071787142314785)))) + 0.24) * ((-1.412 + log(abs(0.268 * (x0 + -0.7770646701367595)))) ** 2.0 + 0.054253472222222224))
kotanchek,33,EPLEX,4,sympy,EPLEX,(0.4 * x1 * (log(abs(0.384 * x1 - 2.71556626264888)) - 0.008) + 0.096) * (0.073497378816 * (0.708215297450425 * log(abs(0.268 * x0 - 0.208253331596652)) - 1.0) ** 2.0 + 0.002),10.0,33.0,7.0,10.0,9.0,2.0,9.0,2.0,188.39191700681113,120.640625,2.0,59.0,na,na,29.0,0.014745600000000005 * (((log(abs(0.268 * (x0 + -0.7770646701367612))) + -1.412) ** 2.0 + 0.05425347222222221) * ((log(abs(0.384 * (x1 + -7.0717871423147916))) + -0.008) * x1 + 0.24))
kotanchek,58,EPLEX,29,sympy,EPLEX,(0.93784259540159 - 0.761854261089838 * exp(x1 * (0.158 * x0 - 0.158 * x1 * (x0 - 0.0446708 * x1 * (x1 * (x0 + 0.792) - 0.087)) - 0.391))) * exp(-1.0 * (x0 - 0.996) * (x0 - 0.896393)),10.0,41.0,8.0,10.0,9.0,1.0,9.0,1.0,4874.3547500052955,221.515625,2.0,21427.0,na,na,37.0,-0.761854261089838 * (exp(x1 * (0.158 * (x0 + (0.0446708 * x1 * (x1 * (x0 + 0.792) + -0.087) - x0) * x1 + -2.4746835443037973))) + -1.2309999999999992) * exp((0.996 - x0) * (x0 + -0.896393))
kotanchek,192,SRjl,13,original,PySR,exp((x1 - 0.9749770010803096) / 0.3602520541304732 * ((x1 - 1.0905877212475377) * -0.10547334775316865)) * (x1 * x1 + exp(x1 * (x1 * -0.2764585325406506) / 0.15774000127710996)) * (exp(x0 * (x0 - -0.451418475300699 + x0) * x0 * -0.10547334775316865) * 0.23056264826328124) * (x0 + 0.34628722226816544),10.0,44.0,7.0,10.0,8.0,1.0,8.0,1.0,296.06016699108295,126.796875,2.0,1236.0,na,na,40.0,exp(-0.2927765339402316 * ((x1 - 1.0905877212475377) * (x1 - 0.9749770010803096))) * (x1 * x1 + exp(x1 * x1 * -1.7526215944108032)) * (exp(x0 * (x0 - -0.451418475300699 + x0) * x0 * -0.10547334775316865) * 0.23056264826328124) * (x0 + 0.34628722226816544)
kotanchek,192,SRjl,13,sympy,PySR,0.23056264826328124 * (x0 + 0.34628722226816544) * (x1 ** 2.0 * exp(1.7526215944108032 * x1 ** 2.0) + 1.0) * exp(-0.10547334775316865 * x0 ** 2.0 * (2.0 * x0 + 0.451418475300699) - 1.7526215944108032 * x1 ** 2.0 - (0.10547334775316865 * x1 - 0.1150279379784773) * (2.775834276403121 * x1 - 2.706374578303446)),10.0,51.0,7.0,10.0,8.0,1.0,8.0,1.0,2063.518541981466,168.203125,2.0,2080.0,na,na,37.0,(x1 ** 2.0 + exp(-1.7526215944108032 * x1 ** 2.0)) * exp(-0.2927765339402316 * ((x1 + -1.0905877212475377) * (x1 + -0.9749770010803095)) + -0.2109466955063373 * ((x0 + 0.2257092376503495) * x0 ** 2.0)) * (0.23056264826328124 * (x0 + 0.34628722226816544))
kotanchek,43,EPLEX,14,sympy,EPLEX,3.59180012268391 * log(abs(exp(exp(-0.230296875 * x0 ** 3.0)))) * exp(((x0 + log(abs(x1 + 0.71))) * (log(abs(x1 - log(abs(x1 + 0.912)) - 1.00142895121963)) + 0.0240880403827765) + 0.502459875) / (log(abs(x1 - log(abs(x1 + 0.912)) - 1.00142895121963)) + 0.0240880403827765)),10.0,52.0,1.0,10.0,7.0,6.0,7.0,6.0,174.03641701093875,118.25,2.0,65.0,na,na,33.0,3.59180012268391 * exp(-0.230296875 * x0 ** 3.0) * exp(0.502459875 / (log(abs(x1 - log(abs(x1 + 0.912)) + -1.00142895121963)) + 0.0240880403827765) + (x0 + log(abs(x1 + 0.71))))
pagie,47,EPLEX,18,original,EPLEX,exp(log(abs(0.256 * x1)) * 0.447 ** 2.0) / (exp(-1.0 * 0.916 ** 3.0) + (log(abs(log(abs(0.139 * x1)) * (0.383 / exp(0.14 * (log(abs(log(abs(x0 * (0.116 * x1) * x0)) * -0.439 * x1)) * log(abs(x0 * (exp(-1.0 * 1.01 ** 3.0) + log(abs(x1)))))))) ** 2.0 * x1)) * 0.385 / x0) ** 2.0),10.0,59.0,9.0,10.0,10.0,1.0,10.0,1.0,213.7796670140233,119.828125,2.0,244.0,na,na,59.0,exp(log(abs(0.256 * x1)) * 0.19980900000000001) / (0.4636731950126199 + (log(abs(log(abs(0.139 * x1)) * (0.383 / exp(0.14 * (log(abs(log(abs(x0 * (0.116 * x1) * x0)) * -0.439 * x1)) * log(abs(x0 * (0.3568995176449873 + log(abs(x1)))))))) ** 2.0 * x1)) * 0.385 / x0) ** 2.0)
pagie,47,EPLEX,18,sympy,EPLEX,x0 ** 2.0 * exp(0.199809 * log(abs(0.256 * x1))) / (0.46367319501262 * x0 ** 2.0 + 0.148225 * log(abs(0.146689 * x1 * log(abs(0.139 * x1)) * exp(-0.28 * log(abs(x0 * (log(abs(x1)) + 0.356899517644987))) * log(abs(-0.439 * x1 * log(abs(0.116 * x0 ** 2.0 * x1))))))) ** 2.0),10.0,67.0,9.0,10.0,10.0,1.0,10.0,1.0,689.938291994622,142.875,2.0,175.0,na,na,59.0,exp(0.199809 * log(abs(0.256 * x1))) / (0.46367319501262 + log(abs(0.146689 * x1 * log(abs(0.139 * x1)) * exp(-0.28 * log(abs(x0 * (log(abs(x1)) + 0.356899517644987))) * log(abs(-0.439 * x1 * log(abs(0.116 * x0 ** 2.0 * x1))))))) ** 2.0 / 6.746500252993759 / x0 ** 2.0)
kotanchek,30,EPLEX,1,sympy,EPLEX,-0.373321 * (x0 + 1.504) * (2.66666666666667 * x0 * log(abs(-1.0 * (0.79428117553614 * x0 * x1 - 0.678 * exp(x0)) * exp(-1.0 * x0))) - 0.357 * exp(x0)) * (1.10627664176342 * log(abs(-1.0 * (1.26582278481013 * x0 ** 2.0 - 0.703 * exp(x0)) * exp(-1.0 * x0))) - 0.151454358434797) * exp(-3.0 * x0),10.0,67.0,7.0,10.0,8.0,1.0,8.0,1.0,1397.138875006931,160.4375,2.0,1255.0,na,na,49.0,0.14743967987817494 * ((exp(x0) + log(abs(0.678 + -0.79428117553614 * (x1 * x0) * exp(-1.0 * x0))) * (x0 * -7.469654528478068)) * ((log(abs(0.703 + -1.26582278481013 * x0 ** 2.0 * exp(-1.0 * x0))) + -0.13690459756374923) * (x0 + 1.504))) * exp(-3.0 * x0)
pagie,52,EPLEX,23,original,EPLEX,log(abs(-1.0 * 0.426 ** 2.0 * log(abs(0.433)) - log(abs(log(abs(-0.601 * (-1.0 * 0.205 ** 3.0))) ** 2.0 * (x1 * (0.211 + ((x0 * (0.152 + 0.523)) ** 2.0 - -1.0 * 0.465 ** 2.0 * 0.128)) - (-0.608 + 0.559)))))),11.0,29.0,3.0,11.0,4.0,1.0,4.0,1.0,174.93116701371036,120.3125,2.0,34.0,na,na,17.0,log(abs(0.15189859708158246 - log(abs(12.62233429712414 * (x1 * (0.5238448285322359 + x0 ** 2.0) - -0.10754458161865553)))))
kotanchek,197,SRjl,18,original,PySR,exp(x1 * -0.8631793118974627) * x1 / 1.956899167813186 * (exp(((x0 - 0.03948916953537872) * (x0 + -1.2172800892692854) + x1) * -0.8631793118974627) * x1 * x1) * x1 * (x0 + 0.9808871412991315) / 2.9376443492774738 * (x0 * (exp(-0.9365830549076817) + -0.047194850402084584) + 2.8891190211280486 - -0.20903603962888914),11.0,41.0,6.0,11.0,7.0,1.0,7.0,1.0,405.0952499965206,135.625,2.0,758.0,na,na,35.0,0.05997383655076646 * ((8.986149794812901 + x0) * (x0 + 0.9808871412991315) * (exp(x1 * -0.8631793118974627) * x1)) * (x1 * (exp(((x0 + -0.03948916953537872) * (x0 + -1.2172800892692854) + x1) * -0.8631793118974627) * x1 * x1))
pagie,27,Bingo,27,original,Bingo,0.3423580139257516 * log(abs(0.45123069569900626 + x0 * (-1.0 * -0.4457591552950685 * (x1 ** (-1.0) * (24.139650704131938 + -0.8538385588541292 * (x1 * x1) + -6.699001432126425 * log(abs(-0.4457591552950685 * x1 ** (-1.0)))) ** (-1.0)) + x1 * (24.139650704131938 + -0.8538385588541292 * (x1 * x1) + -6.699001432126425 * log(abs(-0.4457591552950685 * x1 ** (-1.0))))))),11.0,41.0,7.0,11.0,10.0,3.0,10.0,3.0,2770.3045000089332,183.265625,2.0,7562.0,na,na,51.0,0.3423580139257516 * log(abs(0.45123069569900626 + x0 * ((-15.028298022711496 * log(abs(-0.4457591552950685 * x1 ** (-1.0))) + -1.9154706049479435 * (x1 ** 2.0 + -28.271914466509806)) ** (-1.0) * x1 ** (-1.0) + x1 * (-0.8538385588541292 * (x1 ** 2.0 + -28.271914466509806) + -6.699001432126425 * log(abs(-0.4457591552950685 * x1 ** (-1.0)))))))
kotanchek,198,SRjl,19,sympy,PySR,(0.0824717599335444 * x0 - 0.1402580296048392 * x1 * (0.1166605288237383 * x1 - 0.3889423006138937) * (1.863725397048531 * x1 - exp(x0 - x1) + 0.6913395485992673) + 0.11421930953845344 * x1) * exp(-0.6913395485992673 * (x0 - 0.348429581990042) * (1.410316792946743 * x0 - 2.0724889411426552)),11.0,43.0,8.0,11.0,9.0,1.0,9.0,1.0,1930.3093749913387,169.140625,2.0,8871.0,na,na,35.0,(x1 * (-0.016362575905476084 * (1.863725397048531 * x1 - exp(x0 - x1) + 0.6913395485992673) * (x1 + -3.3339665483733945) + 0.11421930953845344) + 0.0824717599335444 * x0) * exp(-0.9750077750177676 * ((x0 + -0.348429581990042) * (x0 + -1.4695201471808026)))
kotanchek,198,SRjl,19,original,PySR,exp((x0 + -1.4695201471808026) * 1.410316792946743 * (x0 + -0.348429581990042) * -0.6913395485992673) * 0.11421930953845344 * ((x1 * -0.1166605288237383 + 0.3889423006138937) * (x1 * (x1 + x1 * 0.8637253970485311 - (exp(x0 - x1) + -0.6913395485992673))) * 1.2279712613533134 + x0 * 0.7220474389733479 + x1),11.0,43.0,8.0,11.0,9.0,1.0,9.0,1.0,4040.353292017244,197.390625,2.0,965.0,na,na,35.0,0.08247175993354439 * (x1 * (1.3849505531407498 + -0.1984021672225865 * (x1 + -3.3339665483733945) * (1.863725397048531 * x1 - (exp(x0 - x1) + -0.6913395485992673))) + x0) * exp(-0.9750077750177676 * (x0 + -1.4695201471808026) * (x0 + -0.348429581990042))
kotanchek,205,SRjl,26,original,PySR,((x1 - (-1.1223483561279124 + 0.11938672268929733) + x1) * -0.013701828177151404 - -0.13444231576893154) * (x1 * (x1 - ((exp(x1 - 1.413487090635412) + (x0 + x1)) * -0.3474875232686879 + x1) * -1.2819987053555328 + x1 - 0.13267669843578556) - -1.134188032659344) * exp((1.1883794736981237 - x0) * (x0 + -0.8765025611709572)),11.0,43.0,7.0,11.0,8.0,1.0,8.0,1.0,14113.410792022478,207.703125,2.0,13973.0,na,na,33.0,0.006103870616635536 * (x1 * (-6.367355103474011 * x1 + (0.2432934160400646 * exp(x1) + x0) - -0.2978295968666687) - 2.5459991733320257) * (-8.809036738656134 + 2.0 * x1) * exp((1.1883794736981237 - x0) * (x0 + -0.8765025611709572))
